PRISM Time Series Data,,,,,,
Locations: 48,,,,,,
"Climate variables: ppt,tmean",,,,,,
Spatial resolution: 4km,,,,,,
Period: 1895 - 2017,,,,,,
Dataset: AN81m,,,,,,
PRISM day definition: 24 hours ending at 1200 UTC on the day shown,,,,,,
Grid Cell Interpolation: Off,,,,,,
Time series generated: 2019-Jan-08,,,,,,
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf,,,,,,
Name,Longitude,Latitude,Elevation (ft),Date,ppt (inches),tmean (degrees F)
"Pierre, Sout",-100.3364,44.368,1598,2010,23.41,45.8
"Pierre, Sout",-100.3364,44.368,1598,2011,26.75,45.2
"Pierre, Sout",-100.3364,44.368,1598,2012,11.71,50
"Pierre, Sout",-100.3364,44.368,1598,2013,24,45
"Pierre, Sout",-100.3364,44.368,1598,2014,18.2,44.6
"Pierre, Sout",-100.3364,44.368,1598,2015,20.73,48.6
"Pierre, Sout",-100.3364,44.368,1598,2016,20.46,49.4
"Pierre, Sout",-100.3364,44.368,1598,2017,14.39,47.9
,,,,,,
"Nashville, T",-86.784,36.165,456,1895,43.28,57.2
"Nashville, T",-86.784,36.165,456,1896,46.42,60.1
"Nashville, T",-86.784,36.165,456,1897,44.84,60.2
"Nashville, T",-86.784,36.165,456,1898,52.02,60.1
"Nashville, T",-86.784,36.165,456,1899,47.44,59.3
"Nashville, T",-86.784,36.165,456,1900,50.62,60.1
"Nashville, T",-86.784,36.165,456,1901,39.05,57.7
"Nashville, T",-86.784,36.165,456,1902,48.09,59.4
"Nashville, T",-86.784,36.165,456,1903,46.46,58.3
"Nashville, T",-86.784,36.165,456,1904,38.8,58.5
"Nashville, T",-86.784,36.165,456,1905,47.56,58.6
"Nashville, T",-86.784,36.165,456,1906,53.1,59.7
"Nashville, T",-86.784,36.165,456,1907,46.25,59.9
"Nashville, T",-86.784,36.165,456,1908,43.76,60.9
"Nashville, T",-86.784,36.165,456,1909,48.39,60.1
"Nashville, T",-86.784,36.165,456,1910,46.49,58.6
"Nashville, T",-86.784,36.165,456,1911,53.2,61.4
"Nashville, T",-86.784,36.165,456,1912,54.4,58
"Nashville, T",-86.784,36.165,456,1913,48.63,60.8
"Nashville, T",-86.784,36.165,456,1914,41.77,59.7
"Nashville, T",-86.784,36.165,456,1915,54.34,59.6
"Nashville, T",-86.784,36.165,456,1916,52.04,59.3
"Nashville, T",-86.784,36.165,456,1917,46.34,56.8
"Nashville, T",-86.784,36.165,456,1918,43.78,59.9
"Nashville, T",-86.784,36.165,456,1919,60.89,60.7
"Nashville, T",-86.784,36.165,456,1920,52.76,58.9
"Nashville, T",-86.784,36.165,456,1921,48.68,62.7
"Nashville, T",-86.784,36.165,456,1922,50.81,61.2
"Nashville, T",-86.784,36.165,456,1923,58.59,59.6
"Nashville, T",-86.784,36.165,456,1924,43.29,57.9
"Nashville, T",-86.784,36.165,456,1925,41.26,61
"Nashville, T",-86.784,36.165,456,1926,58.17,59.2
"Nashville, T",-86.784,36.165,456,1927,52.35,61.3
"Nashville, T",-86.784,36.165,456,1928,51.1,59
"Nashville, T",-86.784,36.165,456,1929,54.74,59.4
"Nashville, T",-86.784,36.165,456,1930,37.43,60.4
"Nashville, T",-86.784,36.165,456,1931,41.06,61.6
"Nashville, T",-86.784,36.165,456,1932,55.84,60.6
"Nashville, T",-86.784,36.165,456,1933,53.82,61.7
"Nashville, T",-86.784,36.165,456,1934,41.2,60.5
"Nashville, T",-86.784,36.165,456,1935,49.71,59.9
"Nashville, T",-86.784,36.165,456,1936,41.44,60
"Nashville, T",-86.784,36.165,456,1937,57.17,59.3
"Nashville, T",-86.784,36.165,456,1938,47.26,61.2
"Nashville, T",-86.784,36.165,456,1939,48.59,60.8
"Nashville, T",-86.784,36.165,456,1940,42.96,57.6
"Nashville, T",-86.784,36.165,456,1941,34.58,60.7
"Nashville, T",-86.784,36.165,456,1942,46.39,59.6
"Nashville, T",-86.784,36.165,456,1943,41.49,59.9
"Nashville, T",-86.784,36.165,456,1944,52.05,60.5
"Nashville, T",-86.784,36.165,456,1945,52.2,59.6
"Nashville, T",-86.784,36.165,456,1946,48.22,61
"Nashville, T",-86.784,36.165,456,1947,39.92,58.5
"Nashville, T",-86.784,36.165,456,1948,50.73,59.9
"Nashville, T",-86.784,36.165,456,1949,53.23,60.8
"Nashville, T",-86.784,36.165,456,1950,63.86,59
"Nashville, T",-86.784,36.165,456,1951,57.75,59.7
"Nashville, T",-86.784,36.165,456,1952,39.57,60.9
"Nashville, T",-86.784,36.165,456,1953,43.97,61.4
"Nashville, T",-86.784,36.165,456,1954,46.13,61.4
"Nashville, T",-86.784,36.165,456,1955,47.57,60.3
"Nashville, T",-86.784,36.165,456,1956,46.33,60.9
"Nashville, T",-86.784,36.165,456,1957,61.57,60.4
"Nashville, T",-86.784,36.165,456,1958,41.73,57.6
"Nashville, T",-86.784,36.165,456,1959,49.11,59.8
"Nashville, T",-86.784,36.165,456,1960,41.37,57.7
"Nashville, T",-86.784,36.165,456,1961,48.81,58.5
"Nashville, T",-86.784,36.165,456,1962,56.06,58.9
"Nashville, T",-86.784,36.165,456,1963,40.16,57.6
"Nashville, T",-86.784,36.165,456,1964,51.52,59.3
"Nashville, T",-86.784,36.165,456,1965,43.1,59.5
"Nashville, T",-86.784,36.165,456,1966,45.09,57.9
"Nashville, T",-86.784,36.165,456,1967,45.78,58.5
"Nashville, T",-86.784,36.165,456,1968,43.46,57.4
"Nashville, T",-86.784,36.165,456,1969,46.71,57.8
"Nashville, T",-86.784,36.165,456,1970,46.93,58.5
"Nashville, T",-86.784,36.165,456,1971,43.34,59.2
"Nashville, T",-86.784,36.165,456,1972,57.86,58.9
"Nashville, T",-86.784,36.165,456,1973,60.48,59.9
"Nashville, T",-86.784,36.165,456,1974,61.09,59.3
"Nashville, T",-86.784,36.165,456,1975,61.81,59.5
"Nashville, T",-86.784,36.165,456,1976,46.7,56.9
"Nashville, T",-86.784,36.165,456,1977,51.88,58.6
"Nashville, T",-86.784,36.165,456,1978,52.27,57.3
"Nashville, T",-86.784,36.165,456,1979,70.8,56.9
"Nashville, T",-86.784,36.165,456,1980,39.87,58.6
"Nashville, T",-86.784,36.165,456,1981,47.28,58.1
"Nashville, T",-86.784,36.165,456,1982,52.31,58.9
"Nashville, T",-86.784,36.165,456,1983,53.73,58.5
"Nashville, T",-86.784,36.165,456,1984,53.82,58.6
"Nashville, T",-86.784,36.165,456,1985,34.81,58.7
"Nashville, T",-86.784,36.165,456,1986,44.45,60
"Nashville, T",-86.784,36.165,456,1987,38.87,59.7
"Nashville, T",-86.784,36.165,456,1988,41.43,58.2
"Nashville, T",-86.784,36.165,456,1989,63.48,57.8
"Nashville, T",-86.784,36.165,456,1990,53.65,60.8
"Nashville, T",-86.784,36.165,456,1991,50.74,60.4
"Nashville, T",-86.784,36.165,456,1992,43.06,58.4
"Nashville, T",-86.784,36.165,456,1993,42.39,58.3
"Nashville, T",-86.784,36.165,456,1994,59.23,58.9
"Nashville, T",-86.784,36.165,456,1995,52.43,58.8
"Nashville, T",-86.784,36.165,456,1996,57.3,57.7
"Nashville, T",-86.784,36.165,456,1997,50.67,57.7
"Nashville, T",-86.784,36.165,456,1998,50.14,61.2
"Nashville, T",-86.784,36.165,456,1999,40.43,60.4
"Nashville, T",-86.784,36.165,456,2000,41.79,59.2
"Nashville, T",-86.784,36.165,456,2001,46.04,59.2
"Nashville, T",-86.784,36.165,456,2002,61.69,59.5
"Nashville, T",-86.784,36.165,456,2003,60.23,58.2
"Nashville, T",-86.784,36.165,456,2004,57.04,59.4
"Nashville, T",-86.784,36.165,456,2005,48.81,59.9
"Nashville, T",-86.784,36.165,456,2006,45.11,60.1
"Nashville, T",-86.784,36.165,456,2007,37.73,61.3
"Nashville, T",-86.784,36.165,456,2008,53.55,58.5
"Nashville, T",-86.784,36.165,456,2009,60.36,58.5
"Nashville, T",-86.784,36.165,456,2010,63.21,58.9
"Nashville, T",-86.784,36.165,456,2011,57.02,59.8
"Nashville, T",-86.784,36.165,456,2012,48.63,61.6
"Nashville, T",-86.784,36.165,456,2013,66.56,58.1
"Nashville, T",-86.784,36.165,456,2014,53.94,57.3
"Nashville, T",-86.784,36.165,456,2015,51.98,59.4
"Nashville, T",-86.784,36.165,456,2016,48.05,60.7
"Nashville, T",-86.784,36.165,456,2017,60,60.9
,,,,,,
"Austin, Texa",-97.75,30.2667,518,1895,29.15,67.3
"Austin, Texa",-97.75,30.2667,518,1896,25.63,68.7
"Austin, Texa",-97.75,30.2667,518,1897,27.33,67.7
"Austin, Texa",-97.75,30.2667,518,1898,26.72,66.7
"Austin, Texa",-97.75,30.2667,518,1899,31.05,66.4
"Austin, Texa",-97.75,30.2667,518,1900,46.55,66.7
"Austin, Texa",-97.75,30.2667,518,1901,18.6,67.4
"Austin, Texa",-97.75,30.2667,518,1902,35.34,68.9
"Austin, Texa",-97.75,30.2667,518,1903,31.79,66.3
"Austin, Texa",-97.75,30.2667,518,1904,32.14,68.5
"Austin, Texa",-97.75,30.2667,518,1905,37.39,67
"Austin, Texa",-97.75,30.2667,518,1906,24.65,68.2
"Austin, Texa",-97.75,30.2667,518,1907,32.43,68.4
"Austin, Texa",-97.75,30.2667,518,1908,30.78,67.9
"Austin, Texa",-97.75,30.2667,518,1909,22.36,68.4
"Austin, Texa",-97.75,30.2667,518,1910,24.51,68.8
"Austin, Texa",-97.75,30.2667,518,1911,25.01,69.2
"Austin, Texa",-97.75,30.2667,518,1912,24.51,66.5
"Austin, Texa",-97.75,30.2667,518,1913,46.33,66.2
"Austin, Texa",-97.75,30.2667,518,1914,39.95,67.1
"Austin, Texa",-97.75,30.2667,518,1915,33.14,67.9
"Austin, Texa",-97.75,30.2667,518,1916,25.33,68.8
"Austin, Texa",-97.75,30.2667,518,1917,14.72,67.8
"Austin, Texa",-97.75,30.2667,518,1918,28.81,68.1
"Austin, Texa",-97.75,30.2667,518,1919,57.01,66.4
"Austin, Texa",-97.75,30.2667,518,1920,33.92,67.4
"Austin, Texa",-97.75,30.2667,518,1921,37.54,69.6
"Austin, Texa",-97.75,30.2667,518,1922,31.16,68.5
"Austin, Texa",-97.75,30.2667,518,1923,42.11,68.4
"Austin, Texa",-97.75,30.2667,518,1924,26.83,66.4
"Austin, Texa",-97.75,30.2667,518,1925,24.37,69.2
"Austin, Texa",-97.75,30.2667,518,1926,38.55,66.8
"Austin, Texa",-97.75,30.2667,518,1927,31.07,69.9
"Austin, Texa",-97.75,30.2667,518,1928,27.75,67.8
"Austin, Texa",-97.75,30.2667,518,1929,36.86,67.3
"Austin, Texa",-97.75,30.2667,518,1930,33.01,67
"Austin, Texa",-97.75,30.2667,518,1931,29.3,68.7
"Austin, Texa",-97.75,30.2667,518,1932,32.59,67.8
"Austin, Texa",-97.75,30.2667,518,1933,26.29,70.8
"Austin, Texa",-97.75,30.2667,518,1934,30.25,70
"Austin, Texa",-97.75,30.2667,518,1935,43.32,68.6
"Austin, Texa",-97.75,30.2667,518,1936,41.71,67.1
"Austin, Texa",-97.75,30.2667,518,1937,31.36,67.8
"Austin, Texa",-97.75,30.2667,518,1938,27.88,69.4
"Austin, Texa",-97.75,30.2667,518,1939,23.02,69.5
"Austin, Texa",-97.75,30.2667,518,1940,43.62,66.4
"Austin, Texa",-97.75,30.2667,518,1941,40.77,68
"Austin, Texa",-97.75,30.2667,518,1942,34.46,67.6
"Austin, Texa",-97.75,30.2667,518,1943,24.51,67.9
"Austin, Texa",-97.75,30.2667,518,1944,42.11,67.6
"Austin, Texa",-97.75,30.2667,518,1945,37.12,68.5
"Austin, Texa",-97.75,30.2667,518,1946,42.99,68.5
"Austin, Texa",-97.75,30.2667,518,1947,23.25,67.2
"Austin, Texa",-97.75,30.2667,518,1948,21.74,68.3
"Austin, Texa",-97.75,30.2667,518,1949,35.57,68.3
"Austin, Texa",-97.75,30.2667,518,1950,23.54,69
"Austin, Texa",-97.75,30.2667,518,1951,24.37,69.1
"Austin, Texa",-97.75,30.2667,518,1952,33.55,68.1
"Austin, Texa",-97.75,30.2667,518,1953,30.88,69.1
"Austin, Texa",-97.75,30.2667,518,1954,12.29,70.5
"Austin, Texa",-97.75,30.2667,518,1955,23.65,69.4
"Austin, Texa",-97.75,30.2667,518,1956,15.56,70
"Austin, Texa",-97.75,30.2667,518,1957,51.3,68.3
"Austin, Texa",-97.75,30.2667,518,1958,39.19,67
"Austin, Texa",-97.75,30.2667,518,1959,37.4,67.1
"Austin, Texa",-97.75,30.2667,518,1960,39.6,67
"Austin, Texa",-97.75,30.2667,518,1961,34.83,67.1
"Austin, Texa",-97.75,30.2667,518,1962,29.25,68.4
"Austin, Texa",-97.75,30.2667,518,1963,18.78,68.6
"Austin, Texa",-97.75,30.2667,518,1964,30.02,68.1
"Austin, Texa",-97.75,30.2667,518,1965,44.09,68
"Austin, Texa",-97.75,30.2667,518,1966,27.24,66.9
"Austin, Texa",-97.75,30.2667,518,1967,30.92,68.3
"Austin, Texa",-97.75,30.2667,518,1968,42.31,66
"Austin, Texa",-97.75,30.2667,518,1969,37.46,67.5
"Austin, Texa",-97.75,30.2667,518,1970,29.64,66.8
"Austin, Texa",-97.75,30.2667,518,1971,27.64,69.3
"Austin, Texa",-97.75,30.2667,518,1972,29.59,68.1
"Austin, Texa",-97.75,30.2667,518,1973,42.41,67.2
"Austin, Texa",-97.75,30.2667,518,1974,40.13,67.5
"Austin, Texa",-97.75,30.2667,518,1975,36.56,67.3
"Austin, Texa",-97.75,30.2667,518,1976,42.27,65.9
"Austin, Texa",-97.75,30.2667,518,1977,23.81,68.3
"Austin, Texa",-97.75,30.2667,518,1978,31.17,66.7
"Austin, Texa",-97.75,30.2667,518,1979,36.29,65.8
"Austin, Texa",-97.75,30.2667,518,1980,27.59,68.3
"Austin, Texa",-97.75,30.2667,518,1981,44.02,68.6
"Austin, Texa",-97.75,30.2667,518,1982,26.09,68.7
"Austin, Texa",-97.75,30.2667,518,1983,32.84,65.8
"Austin, Texa",-97.75,30.2667,518,1984,25.88,68.9
"Austin, Texa",-97.75,30.2667,518,1985,32.11,67.8
"Austin, Texa",-97.75,30.2667,518,1986,34.55,68.9
"Austin, Texa",-97.75,30.2667,518,1987,35.03,67.5
"Austin, Texa",-97.75,30.2667,518,1988,18.53,68.3
"Austin, Texa",-97.75,30.2667,518,1989,25.18,67.7
"Austin, Texa",-97.75,30.2667,518,1990,28,69.9
"Austin, Texa",-97.75,30.2667,518,1991,48.24,68.2
"Austin, Texa",-97.75,30.2667,518,1992,44.54,68.1
"Austin, Texa",-97.75,30.2667,518,1993,26.49,67.6
"Austin, Texa",-97.75,30.2667,518,1994,36.97,69
"Austin, Texa",-97.75,30.2667,518,1995,33.65,68.4
"Austin, Texa",-97.75,30.2667,518,1996,28.16,68.9
"Austin, Texa",-97.75,30.2667,518,1997,42.41,66.9
"Austin, Texa",-97.75,30.2667,518,1998,40.05,69.8
"Austin, Texa",-97.75,30.2667,518,1999,22.99,69.9
"Austin, Texa",-97.75,30.2667,518,2000,36.91,69.3
"Austin, Texa",-97.75,30.2667,518,2001,41.45,67.6
"Austin, Texa",-97.75,30.2667,518,2002,35.78,67.6
"Austin, Texa",-97.75,30.2667,518,2003,23.21,68.1
"Austin, Texa",-97.75,30.2667,518,2004,48.25,68.2
"Austin, Texa",-97.75,30.2667,518,2005,21.45,69
"Austin, Texa",-97.75,30.2667,518,2006,26.91,70.2
"Austin, Texa",-97.75,30.2667,518,2007,50.37,67.3
"Austin, Texa",-97.75,30.2667,518,2008,17.16,69.1
"Austin, Texa",-97.75,30.2667,518,2009,34.27,69.1
"Austin, Texa",-97.75,30.2667,518,2010,36.34,67.6
"Austin, Texa",-97.75,30.2667,518,2011,17.99,70.3
"Austin, Texa",-97.75,30.2667,518,2012,36.59,70.2
"Austin, Texa",-97.75,30.2667,518,2013,43.18,68.2
"Austin, Texa",-97.75,30.2667,518,2014,38.33,67.5
"Austin, Texa",-97.75,30.2667,518,2015,59.35,68.3
"Austin, Texa",-97.75,30.2667,518,2016,43.34,69.7
"Austin, Texa",-97.75,30.2667,518,2017,40.35,70.4
,,,,,,
Salt Lake Ci,-111.8926,40.7547,4314,1895,12.95,49.6
Salt Lake Ci,-111.8926,40.7547,4314,1896,14.29,51.5
Salt Lake Ci,-111.8926,40.7547,4314,1897,15.16,51.1
Salt Lake Ci,-111.8926,40.7547,4314,1898,13.52,50.2
Salt Lake Ci,-111.8926,40.7547,4314,1899,13.37,50.7
Salt Lake Ci,-111.8926,40.7547,4314,1900,11.35,53.3
Salt Lake Ci,-111.8926,40.7547,4314,1901,13.97,52.9
Salt Lake Ci,-111.8926,40.7547,4314,1902,11.64,51.2
Salt Lake Ci,-111.8926,40.7547,4314,1903,13.71,49.3
Salt Lake Ci,-111.8926,40.7547,4314,1904,16.72,50.9
Salt Lake Ci,-111.8926,40.7547,4314,1905,14.41,51
Salt Lake Ci,-111.8926,40.7547,4314,1906,21.57,50.3
Salt Lake Ci,-111.8926,40.7547,4314,1907,20.29,51.4
Salt Lake Ci,-111.8926,40.7547,4314,1908,17.89,49.2
Salt Lake Ci,-111.8926,40.7547,4314,1909,24.12,50.4
Salt Lake Ci,-111.8926,40.7547,4314,1910,10.72,52.9
Salt Lake Ci,-111.8926,40.7547,4314,1911,17.23,50.2
Salt Lake Ci,-111.8926,40.7547,4314,1912,18.33,49.6
Salt Lake Ci,-111.8926,40.7547,4314,1913,15.5,50.2
Salt Lake Ci,-111.8926,40.7547,4314,1914,15.52,52.6
Salt Lake Ci,-111.8926,40.7547,4314,1915,14.16,52.4
Salt Lake Ci,-111.8926,40.7547,4314,1916,15.84,50.4
Salt Lake Ci,-111.8926,40.7547,4314,1917,13.47,50.1
Salt Lake Ci,-111.8926,40.7547,4314,1918,15.71,51.9
Salt Lake Ci,-111.8926,40.7547,4314,1919,11.94,51.9
Salt Lake Ci,-111.8926,40.7547,4314,1920,19.88,50.9
Salt Lake Ci,-111.8926,40.7547,4314,1921,15.65,53.4
Salt Lake Ci,-111.8926,40.7547,4314,1922,17.5,50.4
Salt Lake Ci,-111.8926,40.7547,4314,1923,16.95,49.9
Salt Lake Ci,-111.8926,40.7547,4314,1924,11.38,50.6
Salt Lake Ci,-111.8926,40.7547,4314,1925,15.91,52.2
Salt Lake Ci,-111.8926,40.7547,4314,1926,14.56,52.9
Salt Lake Ci,-111.8926,40.7547,4314,1927,17.1,51.5
Salt Lake Ci,-111.8926,40.7547,4314,1928,12.27,51.8
Salt Lake Ci,-111.8926,40.7547,4314,1929,14.95,50.9
Salt Lake Ci,-111.8926,40.7547,4314,1930,16.31,51
Salt Lake Ci,-111.8926,40.7547,4314,1931,10.91,52.3
Salt Lake Ci,-111.8926,40.7547,4314,1932,14.26,50.9
Salt Lake Ci,-111.8926,40.7547,4314,1933,10.83,52.5
Salt Lake Ci,-111.8926,40.7547,4314,1934,12.03,56.4
Salt Lake Ci,-111.8926,40.7547,4314,1935,12,52.6
Salt Lake Ci,-111.8926,40.7547,4314,1936,18.82,53.2
Salt Lake Ci,-111.8926,40.7547,4314,1937,15.11,52.4
Salt Lake Ci,-111.8926,40.7547,4314,1938,16.43,53.1
Salt Lake Ci,-111.8926,40.7547,4314,1939,10.6,53.2
Salt Lake Ci,-111.8926,40.7547,4314,1940,16.99,54.8
Salt Lake Ci,-111.8926,40.7547,4314,1941,20.8,52.5
Salt Lake Ci,-111.8926,40.7547,4314,1942,14.37,51.1
Salt Lake Ci,-111.8926,40.7547,4314,1943,12.87,53.7
Salt Lake Ci,-111.8926,40.7547,4314,1944,17.21,50.9
Salt Lake Ci,-111.8926,40.7547,4314,1945,18.69,51.6
Salt Lake Ci,-111.8926,40.7547,4314,1946,16.53,53.1
Salt Lake Ci,-111.8926,40.7547,4314,1947,17.06,52.4
Salt Lake Ci,-111.8926,40.7547,4314,1948,14.21,51.4
Salt Lake Ci,-111.8926,40.7547,4314,1949,15.98,51.4
Salt Lake Ci,-111.8926,40.7547,4314,1950,13.37,52.3
Salt Lake Ci,-111.8926,40.7547,4314,1951,18.12,51.2
Salt Lake Ci,-111.8926,40.7547,4314,1952,14.7,51.9
Salt Lake Ci,-111.8926,40.7547,4314,1953,14.38,53.7
Salt Lake Ci,-111.8926,40.7547,4314,1954,12.32,53.5
Salt Lake Ci,-111.8926,40.7547,4314,1955,13.97,50.2
Salt Lake Ci,-111.8926,40.7547,4314,1956,12.36,52.2
Salt Lake Ci,-111.8926,40.7547,4314,1957,17.52,52.1
Salt Lake Ci,-111.8926,40.7547,4314,1958,10.79,53.9
Salt Lake Ci,-111.8926,40.7547,4314,1959,15.18,53
Salt Lake Ci,-111.8926,40.7547,4314,1960,12.61,52.7
Salt Lake Ci,-111.8926,40.7547,4314,1961,11.73,52.5
Salt Lake Ci,-111.8926,40.7547,4314,1962,14.49,51.8
Salt Lake Ci,-111.8926,40.7547,4314,1963,16.67,52.3
Salt Lake Ci,-111.8926,40.7547,4314,1964,19.09,49.1
Salt Lake Ci,-111.8926,40.7547,4314,1965,17.88,50.6
Salt Lake Ci,-111.8926,40.7547,4314,1966,10.55,52.1
Salt Lake Ci,-111.8926,40.7547,4314,1967,17.34,51.9
Salt Lake Ci,-111.8926,40.7547,4314,1968,21.44,51.1
Salt Lake Ci,-111.8926,40.7547,4314,1969,14.23,52.5
Salt Lake Ci,-111.8926,40.7547,4314,1970,19.55,51.7
Salt Lake Ci,-111.8926,40.7547,4314,1971,17.66,50.8
Salt Lake Ci,-111.8926,40.7547,4314,1972,13.45,52.2
Salt Lake Ci,-111.8926,40.7547,4314,1973,17.84,51.3
Salt Lake Ci,-111.8926,40.7547,4314,1974,12.79,52.6
Salt Lake Ci,-111.8926,40.7547,4314,1975,17.56,50.1
Salt Lake Ci,-111.8926,40.7547,4314,1976,10.91,51.4
Salt Lake Ci,-111.8926,40.7547,4314,1977,15.55,53.2
Salt Lake Ci,-111.8926,40.7547,4314,1978,19.81,52.5
Salt Lake Ci,-111.8926,40.7547,4314,1979,10.6,52.1
Salt Lake Ci,-111.8926,40.7547,4314,1980,20.3,53.2
Salt Lake Ci,-111.8926,40.7547,4314,1981,20.45,54.7
Salt Lake Ci,-111.8926,40.7547,4314,1982,25.52,51.2
Salt Lake Ci,-111.8926,40.7547,4314,1983,29.96,53
Salt Lake Ci,-111.8926,40.7547,4314,1984,19.88,50.2
Salt Lake Ci,-111.8926,40.7547,4314,1985,17.18,50.8
Salt Lake Ci,-111.8926,40.7547,4314,1986,24.81,53.6
Salt Lake Ci,-111.8926,40.7547,4314,1987,14.22,53.7
Salt Lake Ci,-111.8926,40.7547,4314,1988,11.76,54.1
Salt Lake Ci,-111.8926,40.7547,4314,1989,12.15,53.3
Salt Lake Ci,-111.8926,40.7547,4314,1990,12.87,54.2
Salt Lake Ci,-111.8926,40.7547,4314,1991,22.13,52.3
Salt Lake Ci,-111.8926,40.7547,4314,1992,14.92,54.6
Salt Lake Ci,-111.8926,40.7547,4314,1993,22.23,51.1
Salt Lake Ci,-111.8926,40.7547,4314,1994,19.23,55.1
Salt Lake Ci,-111.8926,40.7547,4314,1995,21.44,54.4
Salt Lake Ci,-111.8926,40.7547,4314,1996,20.54,53.8
Salt Lake Ci,-111.8926,40.7547,4314,1997,21.38,53.3
Salt Lake Ci,-111.8926,40.7547,4314,1998,26.71,53.1
Salt Lake Ci,-111.8926,40.7547,4314,1999,18.36,53.8
Salt Lake Ci,-111.8926,40.7547,4314,2000,17.05,54.8
Salt Lake Ci,-111.8926,40.7547,4314,2001,16.49,54.4
Salt Lake Ci,-111.8926,40.7547,4314,2002,11.84,52.6
Salt Lake Ci,-111.8926,40.7547,4314,2003,16.94,55.1
Salt Lake Ci,-111.8926,40.7547,4314,2004,16.06,52.6
Salt Lake Ci,-111.8926,40.7547,4314,2005,20.51,53.4
Salt Lake Ci,-111.8926,40.7547,4314,2006,19.37,53.7
Salt Lake Ci,-111.8926,40.7547,4314,2007,13.73,53.9
Salt Lake Ci,-111.8926,40.7547,4314,2008,14.24,51.8
Salt Lake Ci,-111.8926,40.7547,4314,2009,18.9,51.8
Salt Lake Ci,-111.8926,40.7547,4314,2010,21.36,52.5
Salt Lake Ci,-111.8926,40.7547,4314,2011,22.73,52.5
Salt Lake Ci,-111.8926,40.7547,4314,2012,14.84,56.3
Salt Lake Ci,-111.8926,40.7547,4314,2013,15.02,52.7
Salt Lake Ci,-111.8926,40.7547,4314,2014,16.56,55.3
Salt Lake Ci,-111.8926,40.7547,4314,2015,18.44,56.1
Salt Lake Ci,-111.8926,40.7547,4314,2016,18.13,55.6
Salt Lake Ci,-111.8926,40.7547,4314,2017,19.6,55.1
,,,,,,
"Montpelier, ",-72.5719,44.2664,719,1895,31.41,42.8
"Montpelier, ",-72.5719,44.2664,719,1896,32.44,42.6
"Montpelier, ",-72.5719,44.2664,719,1897,43.73,42.9
"Montpelier, ",-72.5719,44.2664,719,1898,35.01,44.1
"Montpelier, ",-72.5719,44.2664,719,1899,30.79,42.8
"Montpelier, ",-72.5719,44.2664,719,1900,35.12,42.8
"Montpelier, ",-72.5719,44.2664,719,1901,33.94,42.5
"Montpelier, ",-72.5719,44.2664,719,1902,37.33,42.1
"Montpelier, ",-72.5719,44.2664,719,1903,32.97,42.3
"Montpelier, ",-72.5719,44.2664,719,1904,29.27,39.2
"Montpelier, ",-72.5719,44.2664,719,1905,33.97,40.9
"Montpelier, ",-72.5719,44.2664,719,1906,31.54,41.7
"Montpelier, ",-72.5719,44.2664,719,1907,35.79,40
"Montpelier, ",-72.5719,44.2664,719,1908,27.24,42.7
"Montpelier, ",-72.5719,44.2664,719,1909,32.44,42
"Montpelier, ",-72.5719,44.2664,719,1910,32.45,42.6
"Montpelier, ",-72.5719,44.2664,719,1911,30.91,42.8
"Montpelier, ",-72.5719,44.2664,719,1912,36.21,41.5
"Montpelier, ",-72.5719,44.2664,719,1913,31.13,44.7
"Montpelier, ",-72.5719,44.2664,719,1914,28.52,41.3
"Montpelier, ",-72.5719,44.2664,719,1915,33.12,44.2
"Montpelier, ",-72.5719,44.2664,719,1916,32.71,42.4
"Montpelier, ",-72.5719,44.2664,719,1917,32.49,39.8
"Montpelier, ",-72.5719,44.2664,719,1918,37.68,42
"Montpelier, ",-72.5719,44.2664,719,1919,33.15,43.3
"Montpelier, ",-72.5719,44.2664,719,1920,41.8,42.2
"Montpelier, ",-72.5719,44.2664,719,1921,29.31,44.7
"Montpelier, ",-72.5719,44.2664,719,1922,35.35,42.9
"Montpelier, ",-72.5719,44.2664,719,1923,31.6,41.3
"Montpelier, ",-72.5719,44.2664,719,1924,32.13,41.4
"Montpelier, ",-72.5719,44.2664,719,1925,36.58,42.4
"Montpelier, ",-72.5719,44.2664,719,1926,32.34,39.4
"Montpelier, ",-72.5719,44.2664,719,1927,37.26,43
"Montpelier, ",-72.5719,44.2664,719,1928,32.84,42.6
"Montpelier, ",-72.5719,44.2664,719,1929,33.47,42.2
"Montpelier, ",-72.5719,44.2664,719,1930,29.95,43.5
"Montpelier, ",-72.5719,44.2664,719,1931,32.05,44.2
"Montpelier, ",-72.5719,44.2664,719,1932,33.36,43.6
"Montpelier, ",-72.5719,44.2664,719,1933,31.84,42.9
"Montpelier, ",-72.5719,44.2664,719,1934,30.54,41.5
"Montpelier, ",-72.5719,44.2664,719,1935,33.32,41.7
"Montpelier, ",-72.5719,44.2664,719,1936,39.55,42.2
"Montpelier, ",-72.5719,44.2664,719,1937,37.09,43.6
"Montpelier, ",-72.5719,44.2664,719,1938,37.63,43.6
"Montpelier, ",-72.5719,44.2664,719,1939,32.89,41.6
"Montpelier, ",-72.5719,44.2664,719,1940,34.57,40.5
"Montpelier, ",-72.5719,44.2664,719,1941,27.61,43
